"","ST","Drug","NumRes","NumSusc","Pathogen"
"583","2773","Ertapenem",0,1,"E. coli"
"584","2773","Gentamicin",0,1,"E. coli"
"585","2773","Meropenem",0,1,"E. coli"
"586","2773","PipTaz",0,1,"E. coli"
"587","2773","Tigecycline",0,1,"E. coli"
"588","2773","Tobramycin",0,1,"E. coli"
"589","2773","Trimethoprim",0,1,"E. coli"
"590","28","Amikacin",0,1,"E. coli"
"591","28","AmoxiClav",0,1,"E. coli"
"592","28","Ampicillin",0,1,"E. coli"
"593","28","Aztreonam",0,1,"E. coli"
"594","28","Cefalotin",0,0,"E. coli"
"595","28","Cefepime",0,1,"E. coli"
"596","28","Cefotaxime",0,1,"E. coli"
"597","28","Cefoxitin",0,1,"E. coli"
"598","28","Ceftazidime",0,1,"E. coli"
"599","28","Cefuroxime",0,1,"E. coli"
"600","28","CefuroximeAxetil",0,1,"E. coli"
"601","28","Ciprofloxacin",0,1,"E. coli"
"602","28","Ertapenem",0,1,"E. coli"
"603","28","Gentamicin",0,1,"E. coli"
"604","28","Meropenem",0,1,"E. coli"
"605","28","PipTaz",0,1,"E. coli"
"606","28","Tigecycline",0,1,"E. coli"
"607","28","Tobramycin",0,1,"E. coli"
"608","28","Trimethoprim",0,1,"E. coli"
"609","2802","Amikacin",0,1,"E. coli"
"610","2802","AmoxiClav",0,1,"E. coli"
"611","2802","Ampicillin",0,1,"E. coli"
"612","2802","Aztreonam",0,1,"E. coli"
"613","2802","Cefalotin",0,0,"E. coli"
"614","2802","Cefepime",0,1,"E. coli"
"615","2802","Cefotaxime",0,1,"E. coli"
"616","2802","Cefoxitin",0,1,"E. coli"
"617","2802","Ceftazidime",0,1,"E. coli"
"618","2802","Cefuroxime",0,1,"E. coli"
"619","2802","CefuroximeAxetil",0,1,"E. coli"
"620","2802","Ciprofloxacin",0,1,"E. coli"
"621","2802","Ertapenem",0,1,"E. coli"
"622","2802","Gentamicin",0,1,"E. coli"
"623","2802","Meropenem",0,1,"E. coli"
"624","2802","PipTaz",0,1,"E. coli"
"625","2802","Tigecycline",0,1,"E. coli"
"626","2802","Tobramycin",0,1,"E. coli"
"627","2802","Trimethoprim",0,1,"E. coli"
"628","2967","Amikacin",0,1,"E. coli"
"629","2967","AmoxiClav",0,1,"E. coli"
"630","2967","Ampicillin",0,1,"E. coli"
"631","2967","Aztreonam",0,1,"E. coli"
"632","2967","Cefalotin",0,0,"E. coli"
"633","2967","Cefepime",0,1,"E. coli"
"634","2967","Cefotaxime",0,1,"E. coli"
"635","2967","Cefoxitin",0,0,"E. coli"
"636","2967","Ceftazidime",0,1,"E. coli"
"637","2967","Cefuroxime",0,1,"E. coli"
"638","2967","CefuroximeAxetil",0,1,"E. coli"
"639","2967","Ciprofloxacin",0,1,"E. coli"
"640","2967","Ertapenem",0,1,"E. coli"
"641","2967","Gentamicin",0,1,"E. coli"
"642","2967","Meropenem",0,1,"E. coli"
"643","2967","PipTaz",0,1,"E. coli"
"644","2967","Tigecycline",0,1,"E. coli"
"645","2967","Tobramycin",0,1,"E. coli"
"646","2967","Trimethoprim",0,1,"E. coli"
"647","349","Amikacin",0,1,"E. coli"
"648","349","AmoxiClav",1,0,"E. coli"
"649","349","Ampicillin",1,0,"E. coli"
"650","349","Aztreonam",0,1,"E. coli"
"651","349","Cefalotin",0,0,"E. coli"
"652","349","Cefepime",0,1,"E. coli"
"653","349","Cefotaxime",0,1,"E. coli"
"654","349","Cefoxitin",0,1,"E. coli"
"655","349","Ceftazidime",0,1,"E. coli"
"656","349","Cefuroxime",1,0,"E. coli"
"657","349","CefuroximeAxetil",1,0,"E. coli"
"658","349","Ciprofloxacin",0,1,"E. coli"
"659","349","Ertapenem",0,1,"E. coli"
"660","349","Gentamicin",0,1,"E. coli"
"661","349","Meropenem",0,1,"E. coli"
"662","349","PipTaz",1,0,"E. coli"
"663","349","Tigecycline",0,1,"E. coli"
"664","349","Tobramycin",0,1,"E. coli"
"665","349","Trimethoprim",1,0,"E. coli"
"666","357","Amikacin",0,8,"E. coli"
"667","357","AmoxiClav",0,8,"E. coli"
"668","357","Ampicillin",1,7,"E. coli"
"669","357","Aztreonam",0,8,"E. coli"
"670","357","Cefalotin",0,0,"E. coli"
"671","357","Cefepime",0,8,"E. coli"
"672","357","Cefotaxime",0,8,"E. coli"
"673","357","Cefoxitin",0,8,"E. coli"
"674","357","Ceftazidime",0,8,"E. coli"
"675","357","Cefuroxime",1,7,"E. coli"
"676","357","CefuroximeAxetil",1,7,"E. coli"
"677","357","Ciprofloxacin",0,8,"E. coli"
"678","357","Ertapenem",0,8,"E. coli"
"679","357","Gentamicin",0,8,"E. coli"
"680","357","Meropenem",0,8,"E. coli"
"681","357","PipTaz",0,8,"E. coli"
"682","357","Tigecycline",0,8,"E. coli"
"683","357","Tobramycin",0,8,"E. coli"
"684","357","Trimethoprim",0,8,"E. coli"
"685","361","Amikacin",0,1,"E. coli"
"686","361","AmoxiClav",1,0,"E. coli"
"687","361","Ampicillin",1,0,"E. coli"
"688","361","Aztreonam",0,1,"E. coli"
"689","361","Cefalotin",0,0,"E. coli"
"690","361","Cefepime",0,1,"E. coli"
"691","361","Cefotaxime",0,1,"E. coli"
"692","361","Cefoxitin",0,1,"E. coli"
"693","361","Ceftazidime",0,1,"E. coli"
"694","361","Cefuroxime",1,0,"E. coli"
"695","361","CefuroximeAxetil",1,0,"E. coli"
"696","361","Ciprofloxacin",1,0,"E. coli"
"697","361","Ertapenem",0,1,"E. coli"
"698","361","Gentamicin",1,0,"E. coli"
"699","361","Meropenem",0,1,"E. coli"
"700","361","PipTaz",0,0,"E. coli"
"701","361","Tigecycline",0,1,"E. coli"
"702","361","Tobramycin",1,0,"E. coli"
"703","361","Trimethoprim",1,0,"E. coli"
"704","372","Amikacin",0,1,"E. coli"
"705","372","AmoxiClav",0,1,"E. coli"
"706","372","Ampicillin",1,0,"E. coli"
"707","372","Aztreonam",0,1,"E. coli"
"708","372","Cefalotin",0,1,"E. coli"
"709","372","Cefepime",0,1,"E. coli"
"710","372","Cefotaxime",0,1,"E. coli"
"711","372","Cefoxitin",0,1,"E. coli"
"712","372","Ceftazidime",0,1,"E. coli"
"713","372","Cefuroxime",0,1,"E. coli"
"714","372","CefuroximeAxetil",0,1,"E. coli"
"715","372","Ciprofloxacin",0,1,"E. coli"
"716","372","Ertapenem",0,1,"E. coli"
"717","372","Gentamicin",0,1,"E. coli"
"718","372","Meropenem",0,1,"E. coli"
"719","372","PipTaz",0,1,"E. coli"
"720","372","Tigecycline",0,1,"E. coli"
"721","372","Tobramycin",0,1,"E. coli"
"722","372","Trimethoprim",1,0,"E. coli"
"723","38","Amikacin",0,8,"E. coli"
"724","38","AmoxiClav",4,4,"E. coli"
"725","38","Ampicillin",8,0,"E. coli"
"726","38","Aztreonam",1,7,"E. coli"
"727","38","Cefalotin",1,1,"E. coli"
"728","38","Cefepime",1,7,"E. coli"
"729","38","Cefotaxime",1,7,"E. coli"
"730","38","Cefoxitin",0,7,"E. coli"
"731","38","Ceftazidime",0,7,"E. coli"
"732","38","Cefuroxime",1,7,"E. coli"
"733","38","CefuroximeAxetil",1,7,"E. coli"
"734","38","Ciprofloxacin",0,8,"E. coli"
"735","38","Ertapenem",0,8,"E. coli"
"736","38","Gentamicin",0,8,"E. coli"
"737","38","Meropenem",0,8,"E. coli"
"738","38","PipTaz",1,7,"E. coli"
"739","38","Tigecycline",0,8,"E. coli"
"740","38","Tobramycin",0,8,"E. coli"
"741","38","Trimethoprim",6,2,"E. coli"
"742","390","Amikacin",0,2,"E. coli"
"743","390","AmoxiClav",0,2,"E. coli"
"744","390","Ampicillin",0,2,"E. coli"
"745","390","Aztreonam",0,2,"E. coli"
"746","390","Cefalotin",0,2,"E. coli"
"747","390","Cefepime",0,2,"E. coli"
"748","390","Cefotaxime",0,2,"E. coli"
"749","390","Cefoxitin",0,2,"E. coli"
"750","390","Ceftazidime",0,2,"E. coli"
"751","390","Cefuroxime",0,2,"E. coli"
"752","390","CefuroximeAxetil",0,2,"E. coli"
"753","390","Ciprofloxacin",0,2,"E. coli"
"754","390","Ertapenem",0,2,"E. coli"
"755","390","Gentamicin",0,2,"E. coli"
"756","390","Meropenem",0,2,"E. coli"
"757","390","PipTaz",0,2,"E. coli"
"758","390","Tigecycline",0,2,"E. coli"
"759","390","Tobramycin",0,2,"E. coli"
"760","390","Trimethoprim",0,2,"E. coli"
"761","393","Amikacin",0,4,"E. coli"
"762","393","AmoxiClav",2,2,"E. coli"
"763","393","Ampicillin",4,0,"E. coli"
"764","393","Aztreonam",0,3,"E. coli"
"765","393","Cefalotin",1,1,"E. coli"
"766","393","Cefepime",0,4,"E. coli"
"767","393","Cefotaxime",0,4,"E. coli"
"768","393","Cefoxitin",1,3,"E. coli"
"769","393","Ceftazidime",0,3,"E. coli"
"770","393","Cefuroxime",1,3,"E. coli"
"771","393","CefuroximeAxetil",1,3,"E. coli"
"772","393","Ciprofloxacin",4,0,"E. coli"
"773","393","Ertapenem",0,4,"E. coli"
"774","393","Gentamicin",0,4,"E. coli"
"775","393","Meropenem",0,4,"E. coli"
"776","393","PipTaz",0,4,"E. coli"
"777","393","Tigecycline",0,4,"E. coli"
"778","393","Tobramycin",0,4,"E. coli"
"779","393","Trimethoprim",4,0,"E. coli"
"780","404","Amikacin",0,2,"E. coli"
"781","404","AmoxiClav",1,1,"E. coli"
"782","404","Ampicillin",2,0,"E. coli"
"783","404","Aztreonam",0,2,"E. coli"
"784","404","Cefalotin",0,1,"E. coli"
"785","404","Cefepime",0,2,"E. coli"
"786","404","Cefotaxime",0,2,"E. coli"
"787","404","Cefoxitin",0,2,"E. coli"
"788","404","Ceftazidime",0,2,"E. coli"
"789","404","Cefuroxime",0,2,"E. coli"
"790","404","CefuroximeAxetil",0,2,"E. coli"
"791","404","Ciprofloxacin",0,2,"E. coli"
"792","404","Ertapenem",0,2,"E. coli"
"793","404","Gentamicin",0,2,"E. coli"
"794","404","Meropenem",0,2,"E. coli"
"795","404","PipTaz",0,2,"E. coli"
"796","404","Tigecycline",0,2,"E. coli"
"797","404","Tobramycin",0,2,"E. coli"
"798","404","Trimethoprim",0,2,"E. coli"
"799","405","Amikacin",0,5,"E. coli"
"800","405","AmoxiClav",1,4,"E. coli"
"801","405","Ampicillin",3,2,"E. coli"
"802","405","Aztreonam",0,5,"E. coli"
"803","405","Cefalotin",0,0,"E. coli"
"804","405","Cefepime",0,5,"E. coli"
"805","405","Cefotaxime",0,5,"E. coli"
"806","405","Cefoxitin",0,4,"E. coli"
"807","405","Ceftazidime",0,5,"E. coli"
"808","405","Cefuroxime",1,4,"E. coli"
"809","405","CefuroximeAxetil",1,4,"E. coli"
"810","405","Ciprofloxacin",0,5,"E. coli"
"811","405","Ertapenem",0,5,"E. coli"
"812","405","Gentamicin",0,5,"E. coli"
"813","405","Meropenem",0,5,"E. coli"
"814","405","PipTaz",0,5,"E. coli"
"815","405","Tigecycline",0,5,"E. coli"
"816","405","Tobramycin",0,5,"E. coli"
"817","405","Trimethoprim",2,3,"E. coli"
"818","420","Amikacin",0,1,"E. coli"
"819","420","AmoxiClav",0,1,"E. coli"
"820","420","Ampicillin",0,1,"E. coli"
"821","420","Aztreonam",0,1,"E. coli"
"822","420","Cefalotin",0,1,"E. coli"
"823","420","Cefepime",0,1,"E. coli"
"824","420","Cefotaxime",0,1,"E. coli"
"825","420","Cefoxitin",0,1,"E. coli"
"826","420","Ceftazidime",0,1,"E. coli"
"827","420","Cefuroxime",0,1,"E. coli"
"828","420","CefuroximeAxetil",0,1,"E. coli"
"829","420","Ciprofloxacin",0,1,"E. coli"
"830","420","Ertapenem",0,1,"E. coli"
"831","420","Gentamicin",0,1,"E. coli"
"832","420","Meropenem",0,1,"E. coli"
"833","420","PipTaz",0,1,"E. coli"
"834","420","Tigecycline",0,1,"E. coli"
"835","420","Tobramycin",0,1,"E. coli"
"836","420","Trimethoprim",0,1,"E. coli"
"837","421","Amikacin",0,2,"E. coli"
"838","421","AmoxiClav",0,2,"E. coli"
"839","421","Ampicillin",1,1,"E. coli"
"840","421","Aztreonam",0,2,"E. coli"
"841","421","Cefalotin",0,2,"E. coli"
"842","421","Cefepime",0,2,"E. coli"
"843","421","Cefotaxime",0,2,"E. coli"
"844","421","Cefoxitin",0,2,"E. coli"
"845","421","Ceftazidime",0,2,"E. coli"
"846","421","Cefuroxime",0,2,"E. coli"
"847","421","CefuroximeAxetil",0,2,"E. coli"
"848","421","Ciprofloxacin",0,2,"E. coli"
"849","421","Ertapenem",0,2,"E. coli"
"850","421","Gentamicin",0,2,"E. coli"
"851","421","Meropenem",0,2,"E. coli"
"852","421","PipTaz",0,2,"E. coli"
"853","421","Tigecycline",0,2,"E. coli"
"854","421","Tobramycin",0,2,"E. coli"
"855","421","Trimethoprim",1,1,"E. coli"
"856","428","Amikacin",0,3,"E. coli"
"857","428","AmoxiClav",0,3,"E. coli"
"858","428","Ampicillin",1,2,"E. coli"
"859","428","Aztreonam",0,3,"E. coli"
"860","428","Cefalotin",0,1,"E. coli"
"861","428","Cefepime",0,3,"E. coli"
"862","428","Cefotaxime",0,3,"E. coli"
"863","428","Cefoxitin",0,3,"E. coli"
"864","428","Ceftazidime",0,3,"E. coli"
"865","428","Cefuroxime",0,3,"E. coli"
"866","428","CefuroximeAxetil",0,3,"E. coli"
"867","428","Ciprofloxacin",0,3,"E. coli"
"868","428","Ertapenem",0,3,"E. coli"
"869","428","Gentamicin",0,3,"E. coli"
"870","428","Meropenem",0,3,"E. coli"
"871","428","PipTaz",0,3,"E. coli"
"872","428","Tigecycline",0,3,"E. coli"
"873","428","Tobramycin",0,3,"E. coli"
"874","428","Trimethoprim",0,3,"E. coli"
"875","44","Amikacin",0,1,"E. coli"
"876","44","AmoxiClav",1,0,"E. coli"
"877","44","Ampicillin",1,0,"E. coli"
"878","44","Aztreonam",1,0,"E. coli"
"879","44","Cefalotin",1,0,"E. coli"
"880","44","Cefepime",0,0,"E. coli"
"881","44","Cefotaxime",1,0,"E. coli"
"882","44","Cefoxitin",0,1,"E. coli"
"883","44","Ceftazidime",1,0,"E. coli"
"884","44","Cefuroxime",1,0,"E. coli"
"885","44","CefuroximeAxetil",1,0,"E. coli"
"886","44","Ciprofloxacin",1,0,"E. coli"
"887","44","Ertapenem",0,1,"E. coli"
"888","44","Gentamicin",1,0,"E. coli"
"889","44","Meropenem",0,1,"E. coli"
"890","44","PipTaz",0,1,"E. coli"
"891","44","Tigecycline",0,1,"E. coli"
"892","44","Tobramycin",1,0,"E. coli"
"893","44","Trimethoprim",1,0,"E. coli"
"894","442","Amikacin",0,1,"E. coli"
"895","442","AmoxiClav",0,1,"E. coli"
"896","442","Ampicillin",0,1,"E. coli"
"897","442","Aztreonam",0,1,"E. coli"
"898","442","Cefalotin",0,1,"E. coli"
"899","442","Cefepime",0,1,"E. coli"
"900","442","Cefotaxime",0,1,"E. coli"
"901","442","Cefoxitin",0,1,"E. coli"
"902","442","Ceftazidime",0,1,"E. coli"
"903","442","Cefuroxime",0,1,"E. coli"
"904","442","CefuroximeAxetil",0,1,"E. coli"
"905","442","Ciprofloxacin",0,1,"E. coli"
"906","442","Ertapenem",0,1,"E. coli"
"907","442","Gentamicin",0,1,"E. coli"
"908","442","Meropenem",0,1,"E. coli"
"909","442","PipTaz",0,1,"E. coli"
"910","442","Tigecycline",0,1,"E. coli"
"911","442","Tobramycin",0,1,"E. coli"
"912","442","Trimethoprim",0,1,"E. coli"
"913","448","Amikacin",0,1,"E. coli"
"914","448","AmoxiClav",1,0,"E. coli"
"915","448","Ampicillin",1,0,"E. coli"
"916","448","Aztreonam",0,1,"E. coli"
"917","448","Cefalotin",0,0,"E. coli"
"918","448","Cefepime",0,1,"E. coli"
"919","448","Cefotaxime",0,1,"E. coli"
"920","448","Cefoxitin",0,1,"E. coli"
"921","448","Ceftazidime",0,1,"E. coli"
"922","448","Cefuroxime",0,1,"E. coli"
"923","448","CefuroximeAxetil",0,1,"E. coli"
"924","448","Ciprofloxacin",1,0,"E. coli"
"925","448","Ertapenem",0,1,"E. coli"
"926","448","Gentamicin",0,1,"E. coli"
"927","448","Meropenem",0,1,"E. coli"
"928","448","PipTaz",0,0,"E. coli"
"929","448","Tigecycline",0,1,"E. coli"
"930","448","Tobramycin",0,1,"E. coli"
"931","448","Trimethoprim",0,1,"E. coli"
"932","453","Amikacin",0,3,"E. coli"
"933","453","AmoxiClav",0,3,"E. coli"
"934","453","Ampicillin",3,0,"E. coli"
"935","453","Aztreonam",0,3,"E. coli"
"936","453","Cefalotin",0,1,"E. coli"
"937","453","Cefepime",0,3,"E. coli"
"938","453","Cefotaxime",0,3,"E. coli"
"939","453","Cefoxitin",0,3,"E. coli"
"940","453","Ceftazidime",0,3,"E. coli"
"941","453","Cefuroxime",0,3,"E. coli"
"942","453","CefuroximeAxetil",0,3,"E. coli"
"943","453","Ciprofloxacin",2,1,"E. coli"
"944","453","Ertapenem",0,3,"E. coli"
"945","453","Gentamicin",1,2,"E. coli"
"946","453","Meropenem",0,3,"E. coli"
"947","453","PipTaz",0,3,"E. coli"
"948","453","Tigecycline",0,3,"E. coli"
"949","453","Tobramycin",1,2,"E. coli"
"950","453","Trimethoprim",2,1,"E. coli"
"951","457","Amikacin",0,1,"E. coli"
"952","457","AmoxiClav",0,1,"E. coli"
"953","457","Ampicillin",1,0,"E. coli"
"954","457","Aztreonam",0,1,"E. coli"
"955","457","Cefalotin",0,0,"E. coli"
"956","457","Cefepime",0,1,"E. coli"
"957","457","Cefotaxime",0,1,"E. coli"
"958","457","Cefoxitin",0,1,"E. coli"
"959","457","Ceftazidime",0,1,"E. coli"
"960","457","Cefuroxime",0,1,"E. coli"
"961","457","CefuroximeAxetil",0,1,"E. coli"
"962","457","Ciprofloxacin",0,1,"E. coli"
"963","457","Ertapenem",0,1,"E. coli"
"964","457","Gentamicin",0,1,"E. coli"
"965","457","Meropenem",0,1,"E. coli"
"966","457","PipTaz",0,1,"E. coli"
"967","457","Tigecycline",0,1,"E. coli"
"968","457","Tobramycin",0,1,"E. coli"
"969","457","Trimethoprim",0,1,"E. coli"
"970","46","Amikacin",0,2,"E. coli"
"971","46","AmoxiClav",0,2,"E. coli"
"972","46","Ampicillin",1,1,"E. coli"
"973","46","Aztreonam",0,2,"E. coli"
"974","46","Cefalotin",0,1,"E. coli"
"975","46","Cefepime",0,2,"E. coli"
"976","46","Cefotaxime",0,2,"E. coli"
"977","46","Cefoxitin",0,2,"E. coli"
"978","46","Ceftazidime",0,2,"E. coli"
"979","46","Cefuroxime",0,2,"E. coli"
"980","46","CefuroximeAxetil",0,2,"E. coli"
"981","46","Ciprofloxacin",0,2,"E. coli"
"982","46","Ertapenem",0,2,"E. coli"
"983","46","Gentamicin",0,2,"E. coli"
"984","46","Meropenem",0,2,"E. coli"
"985","46","PipTaz",0,2,"E. coli"
"986","46","Tigecycline",0,2,"E. coli"
"987","46","Tobramycin",0,2,"E. coli"
"988","46","Trimethoprim",0,2,"E. coli"
"989","4702","Amikacin",0,1,"E. coli"
"990","4702","AmoxiClav",0,1,"E. coli"
"991","4702","Ampicillin",1,0,"E. coli"
"992","4702","Aztreonam",0,0,"E. coli"
"993","4702","Cefalotin",1,0,"E. coli"
"994","4702","Cefepime",0,0,"E. coli"
"995","4702","Cefotaxime",1,0,"E. coli"
"996","4702","Cefoxitin",0,1,"E. coli"
"997","4702","Ceftazidime",0,1,"E. coli"
"998","4702","Cefuroxime",1,0,"E. coli"
"999","4702","CefuroximeAxetil",1,0,"E. coli"
"1000","4702","Ciprofloxacin",0,1,"E. coli"
"1001","4702","Ertapenem",0,1,"E. coli"
"1002","4702","Gentamicin",0,1,"E. coli"
"1003","4702","Meropenem",0,1,"E. coli"
"1004","4702","PipTaz",0,1,"E. coli"
"1005","4702","Tigecycline",0,1,"E. coli"
"1006","4702","Tobramycin",0,1,"E. coli"
"1007","4702","Trimethoprim",0,1,"E. coli"
"1008","5253","Amikacin",0,1,"E. coli"
"1009","5253","AmoxiClav",1,0,"E. coli"
"1010","5253","Ampicillin",1,0,"E. coli"
"1011","5253","Aztreonam",0,1,"E. coli"
"1012","5253","Cefalotin",0,0,"E. coli"
"1013","5253","Cefepime",0,1,"E. coli"
"1014","5253","Cefotaxime",0,1,"E. coli"
"1015","5253","Cefoxitin",0,1,"E. coli"
"1016","5253","Ceftazidime",0,1,"E. coli"
"1017","5253","Cefuroxime",0,1,"E. coli"
"1018","5253","CefuroximeAxetil",0,1,"E. coli"
"1019","5253","Ciprofloxacin",0,1,"E. coli"
"1020","5253","Ertapenem",0,1,"E. coli"
"1021","5253","Gentamicin",0,1,"E. coli"
"1022","5253","Meropenem",0,1,"E. coli"
"1023","5253","PipTaz",1,0,"E. coli"
"1024","5253","Tigecycline",0,1,"E. coli"
"1025","5253","Tobramycin",0,1,"E. coli"
"1026","5253","Trimethoprim",0,1,"E. coli"
"1027","5308","Amikacin",0,1,"E. coli"
"1028","5308","AmoxiClav",0,1,"E. coli"
"1029","5308","Ampicillin",0,1,"E. coli"
"1030","5308","Aztreonam",0,1,"E. coli"
"1031","5308","Cefalotin",0,0,"E. coli"
"1032","5308","Cefepime",0,1,"E. coli"
"1033","5308","Cefotaxime",0,1,"E. coli"
"1034","5308","Cefoxitin",0,1,"E. coli"
"1035","5308","Ceftazidime",0,1,"E. coli"
"1036","5308","Cefuroxime",0,1,"E. coli"
"1037","5308","CefuroximeAxetil",0,1,"E. coli"
"1038","5308","Ciprofloxacin",0,1,"E. coli"
"1039","5308","Ertapenem",0,1,"E. coli"
"1040","5308","Gentamicin",0,1,"E. coli"
"1041","5308","Meropenem",0,1,"E. coli"
"1042","5308","PipTaz",0,1,"E. coli"
"1043","5308","Tigecycline",0,1,"E. coli"
"1044","5308","Tobramycin",0,1,"E. coli"
"1045","5308","Trimethoprim",0,1,"E. coli"
"1046","5328","Amikacin",0,1,"E. coli"
"1047","5328","AmoxiClav",1,0,"E. coli"
"1048","5328","Ampicillin",1,0,"E. coli"
"1049","5328","Aztreonam",0,1,"E. coli"
"1050","5328","Cefalotin",1,0,"E. coli"
"1051","5328","Cefepime",0,1,"E. coli"
"1052","5328","Cefotaxime",0,1,"E. coli"
"1053","5328","Cefoxitin",0,0,"E. coli"
"1054","5328","Ceftazidime",0,1,"E. coli"
"1055","5328","Cefuroxime",1,0,"E. coli"
"1056","5328","CefuroximeAxetil",1,0,"E. coli"
"1057","5328","Ciprofloxacin",0,1,"E. coli"
"1058","5328","Ertapenem",0,1,"E. coli"
"1059","5328","Gentamicin",0,1,"E. coli"
"1060","5328","Meropenem",0,1,"E. coli"
"1061","5328","PipTaz",0,1,"E. coli"
"1062","5328","Tigecycline",0,1,"E. coli"
"1063","5328","Tobramycin",0,1,"E. coli"
"1064","5328","Trimethoprim",0,1,"E. coli"
"1065","5338","Amikacin",0,1,"E. coli"
"1066","5338","AmoxiClav",0,1,"E. coli"
"1067","5338","Ampicillin",0,1,"E. coli"
"1068","5338","Aztreonam",0,1,"E. coli"
"1069","5338","Cefalotin",0,1,"E. coli"
"1070","5338","Cefepime",0,1,"E. coli"
"1071","5338","Cefotaxime",0,1,"E. coli"
"1072","5338","Cefoxitin",0,1,"E. coli"
"1073","5338","Ceftazidime",0,1,"E. coli"
"1074","5338","Cefuroxime",0,1,"E. coli"
"1075","5338","CefuroximeAxetil",0,1,"E. coli"
"1076","5338","Ciprofloxacin",0,1,"E. coli"
"1077","5338","Ertapenem",0,1,"E. coli"
"1078","5338","Gentamicin",0,1,"E. coli"
"1079","5338","Meropenem",0,1,"E. coli"
"1080","5338","PipTaz",0,0,"E. coli"
"1081","5338","Tigecycline",0,1,"E. coli"
"1082","5338","Tobramycin",0,1,"E. coli"
"1083","5338","Trimethoprim",0,1,"E. coli"
"1084","5351","Amikacin",0,1,"E. coli"
"1085","5351","AmoxiClav",0,1,"E. coli"
"1086","5351","Ampicillin",0,1,"E. coli"
"1087","5351","Aztreonam",0,1,"E. coli"
"1088","5351","Cefalotin",0,0,"E. coli"
"1089","5351","Cefepime",0,1,"E. coli"
"1090","5351","Cefotaxime",0,1,"E. coli"
"1091","5351","Cefoxitin",0,1,"E. coli"
"1092","5351","Ceftazidime",0,1,"E. coli"
"1093","5351","Cefuroxime",0,1,"E. coli"
"1094","5351","CefuroximeAxetil",0,1,"E. coli"
"1095","5351","Ciprofloxacin",0,1,"E. coli"
"1096","5351","Ertapenem",0,1,"E. coli"
"1097","5351","Gentamicin",0,1,"E. coli"
"1098","5351","Meropenem",0,1,"E. coli"
"1099","5351","PipTaz",0,1,"E. coli"
"1100","5351","Tigecycline",0,1,"E. coli"
"1101","5351","Tobramycin",0,1,"E. coli"
"1102","5351","Trimethoprim",0,1,"E. coli"
"1103","5364","Amikacin",0,1,"E. coli"
"1104","5364","AmoxiClav",0,1,"E. coli"
"1105","5364","Ampicillin",0,1,"E. coli"
"1106","5364","Aztreonam",0,1,"E. coli"
"1107","5364","Cefalotin",0,0,"E. coli"
"1108","5364","Cefepime",0,1,"E. coli"
"1109","5364","Cefotaxime",0,1,"E. coli"
"1110","5364","Cefoxitin",0,1,"E. coli"
"1111","5364","Ceftazidime",0,1,"E. coli"
"1112","5364","Cefuroxime",0,1,"E. coli"
"1113","5364","CefuroximeAxetil",0,1,"E. coli"
"1114","5364","Ciprofloxacin",0,1,"E. coli"
"1115","5364","Ertapenem",0,1,"E. coli"
"1116","5364","Gentamicin",0,1,"E. coli"
"1117","5364","Meropenem",0,1,"E. coli"
"1118","5364","PipTaz",0,1,"E. coli"
"1119","5364","Tigecycline",0,1,"E. coli"
"1120","5364","Tobramycin",0,1,"E. coli"
"1121","5364","Trimethoprim",0,1,"E. coli"
"1122","5375","Amikacin",0,1,"E. coli"
"1123","5375","AmoxiClav",1,0,"E. coli"
"1124","5375","Ampicillin",1,0,"E. coli"
"1125","5375","Aztreonam",0,1,"E. coli"
"1126","5375","Cefalotin",0,0,"E. coli"
"1127","5375","Cefepime",0,1,"E. coli"
"1128","5375","Cefotaxime",0,1,"E. coli"
"1129","5375","Cefoxitin",0,1,"E. coli"
"1130","5375","Ceftazidime",0,1,"E. coli"
"1131","5375","Cefuroxime",0,1,"E. coli"
"1132","5375","CefuroximeAxetil",0,1,"E. coli"
"1133","5375","Ciprofloxacin",0,1,"E. coli"
"1134","5375","Ertapenem",0,1,"E. coli"
"1135","5375","Gentamicin",0,1,"E. coli"
"1136","5375","Meropenem",0,1,"E. coli"
"1137","5375","PipTaz",0,1,"E. coli"
"1138","5375","Tigecycline",0,1,"E. coli"
"1139","5375","Tobramycin",0,1,"E. coli"
"1140","5375","Trimethoprim",1,0,"E. coli"
"1141","538","Amikacin",0,2,"E. coli"
"1142","538","AmoxiClav",1,1,"E. coli"
"1143","538","Ampicillin",1,1,"E. coli"
"1144","538","Aztreonam",0,2,"E. coli"
"1145","538","Cefalotin",1,0,"E. coli"
"1146","538","Cefepime",0,2,"E. coli"
"1147","538","Cefotaxime",0,2,"E. coli"
"1148","538","Cefoxitin",0,1,"E. coli"
"1149","538","Ceftazidime",0,2,"E. coli"
"1150","538","Cefuroxime",1,1,"E. coli"
"1151","538","CefuroximeAxetil",1,1,"E. coli"
"1152","538","Ciprofloxacin",0,2,"E. coli"
"1153","538","Ertapenem",0,2,"E. coli"
"1154","538","Gentamicin",0,2,"E. coli"
"1155","538","Meropenem",0,2,"E. coli"
"1156","538","PipTaz",0,2,"E. coli"
"1157","538","Tigecycline",0,2,"E. coli"
"1158","538","Tobramycin",0,2,"E. coli"
"1159","538","Trimethoprim",0,2,"E. coli"
"1160","5387","Amikacin",0,1,"E. coli"
"1161","5387","AmoxiClav",1,0,"E. coli"
"1162","5387","Ampicillin",1,0,"E. coli"
